Date,Div Yld,Grwth Rate,Div Pay Ratio,Mkt Return,RF Rate,Premium
12/12/06,2.36%,11.05%,27.29%,10.81%,0.0166,9.15%
12/13/06,2.18%,10.94%,30.76%,10.08%,0.0223,7.85%
12/14/06,2.05%,11.42%,33.24%,9.68%,0.026,7.09%
12/15/06,2.07%,11.31%,35.95%,9.44%,0.0239,7.05%
12/17/06,1.99%,11.85%,36.34%,9.52%,0.0221,7.30%
12/18/06,1.90%,13.84%,34.02%,10.36%,0.0296,7.40%
12/19/06,2.00%,12.05%,34.34%,9.52%,0.0212,7.40%
1/13/07,2.19%,11.31%,30.95%,10.27%,0.0248,7.80%
1/14/07,2.00%,11.28%,33.21%,9.56%,0.0257,6.99%
1/15/07,2.09%,11.65%,35.83%,9.70%,0.0242,7.28%
1/16/07,2.16%,10.93%,36.13%,9.30%,0.0144,7.85%
1/19/07,1.95%,11.93%,34.50%,9.31%,0.0202,7.29%
2/12/07,2.29%,11.36%,27.15%,10.80%,0.0159,9.21%
2/13/07,2.19%,11.29%,30.94%,10.27%,0.0247,7.80%
2/14/07,2.00%,11.32%,33.23%,9.57%,0.0263,6.94%
2/15/07,2.09%,11.66%,35.83%,9.69%,0.0238,7.31%
2/18/07,1.96%,14.08%,33.98%,10.60%,0.0287,7.73%
2/19/07,1.94%,11.95%,34.52%,9.29%,0.0197,7.32%
3/12/07,2.28%,11.36%,27.15%,10.79%,0.0163,9.16%
3/13/07,2.19%,11.35%,30.95%,10.28%,0.025,7.78%
3/14/07,1.99%,11.33%,33.20%,9.55%,0.0264,6.91%
3/17/07,2.00%,11.76%,36.13%,9.48%,0.0235,7.13%
3/18/07,1.97%,13.99%,33.98%,10.61%,0.0283,7.78%
3/19/07,1.93%,11.95%,34.54%,9.26%,0.0195,7.31%
5/12/07,2.29%,11.40%,27.15%,10.81%,0.016,9.21%
5/13/07,2.17%,11.35%,30.95%,10.25%,0.0274,7.51%
5/16/07,2.17%,11.06%,36.16%,9.32%,0.0138,7.94%
5/17/07,2.00%,11.83%,36.15%,9.50%,0.0232,7.18%
5/18/07,1.96%,13.98%,33.99%,10.57%,0.0283,7.74%
5/19/07,1.93%,11.96%,34.55%,9.26%,0.0203,7.23%
6/12/07,2.31%,11.38%,27.20%,10.84%,0.0155,9.29%
6/15/07,2.10%,11.99%,35.84%,9.80%,0.0229,7.52%
6/16/07,2.16%,11.04%,36.15%,9.29%,0.0137,7.92%
6/17/07,2.02%,11.83%,36.17%,9.54%,0.0237,7.17%
6/18/07,1.94%,13.99%,34.00%,10.53%,0.0282,7.70%
7/14/07,2.00%,11.40%,33.21%,9.62%,0.0261,7.01%
7/15/07,2.08%,11.72%,35.88%,9.70%,0.0226,7.44%
7/16/07,2.17%,11.03%,36.19%,9.29%,0.0139,7.91%
7/17/07,2.01%,11.91%,36.18%,9.56%,0.0239,7.17%
8/13/07,2.15%,11.39%,30.98%,10.24%,0.0264,7.61%
8/14/07,2.01%,11.33%,33.22%,9.64%,0.0256,7.09%
8/15/07,2.12%,11.65%,35.87%,9.71%,0.0219,7.52%
8/16/07,2.13%,11.03%,36.20%,9.22%,0.0136,7.87%
8/19/07,1.94%,11.97%,34.56%,9.28%,0.0205,7.23%
9/12/07,2.32%,11.44%,27.26%,10.86%,0.0151,9.35%
9/13/07,2.14%,11.32%,30.98%,10.19%,0.0263,7.55%
9/14/07,2.01%,11.40%,33.22%,9.64%,0.0255,7.09%
9/15/07,2.11%,11.64%,35.88%,9.70%,0.0232,7.37%
9/18/07,1.92%,13.99%,33.99%,10.49%,0.0286,7.63%
9/19/07,1.94%,12.01%,34.57%,9.28%,0.0207,7.22%
10/12/07,2.34%,11.42%,27.27%,10.89%,0.015,9.39%
10/13/07,2.14%,11.32%,30.99%,10.17%,0.0262,7.55%
10/14/07,2.02%,11.37%,33.20%,9.65%,0.0254,7.11%
10/15/07,2.09%,11.60%,35.95%,9.64%,0.024,7.24%
10/17/07,2.01%,11.92%,36.22%,9.56%,0.0237,7.19%
10/18/07,1.92%,13.85%,34.01%,10.42%,0.0285,7.57%
10/19/07,1.93%,12.05%,34.59%,9.28%,0.0206,7.22%
11/12/07,2.34%,11.45%,27.35%,10.90%,0.0152,9.39%
11/13/07,2.12%,11.35%,31.01%,10.09%,0.0257,7.52%
11/14/07,2.01%,11.32%,33.42%,9.62%,0.0252,7.11%
11/16/07,2.13%,11.24%,36.24%,9.29%,0.0143,7.85%
11/17/07,2.01%,11.95%,36.23%,9.58%,0.0236,7.22%
11/18/07,1.93%,13.85%,34.02%,10.44%,0.0285,7.59%
11/19/07,1.92%,12.04%,34.58%,9.29%,0.0214,7.15%
12/12/07,2.35%,11.37%,27.38%,10.91%,0.0147,9.43%
12/13/07,2.11%,11.33%,30.96%,10.06%,0.0258,7.48%
12/16/07,2.11%,11.23%,36.29%,9.27%,0.0151,7.76%
12/17/07,1.99%,11.96%,36.23%,9.55%,0.0232,7.23%
12/18/07,1.91%,13.88%,34.02%,10.40%,0.0285,7.55%
12/19/07,1.91%,11.89%,34.59%,9.21%,0.0212,7.08%
1/12/08,2.30%,10.92%,27.95%,10.48%,0.0152,8.95%
1/13/08,2.09%,11.15%,31.17%,9.89%,0.0271,7.19%
1/14/08,2.06%,11.40%,33.11%,9.76%,0.0249,7.27%
1/16/08,2.11%,10.98%,36.27%,9.09%,0.0152,7.57%
1/17/08,1.99%,11.93%,36.21%,9.39%,0.0225,7.14%
1/18/08,1.92%,13.37%,33.77%,10.05%,0.0301,7.05%
1/19/08,1.97%,11.45%,34.10%,9.10%,0.0189,7.20%
2/12/08,2.32%,10.94%,27.97%,10.51%,0.0148,9.03%
2/13/08,2.09%,11.23%,31.20%,9.87%,0.026,7.27%
2/16/08,2.12%,10.98%,36.28%,9.12%,0.0156,7.57%
2/17/08,1.99%,11.86%,36.20%,9.37%,0.0227,7.10%
2/18/08,1.91%,13.37%,33.77%,10.03%,0.0299,7.04%
2/19/08,1.98%,11.46%,34.13%,9.14%,0.0185,7.30%
3/12/08,2.27%,10.96%,27.99%,10.46%,0.0156,8.90%
3/15/08,2.08%,11.42%,35.07%,9.44%,0.0215,7.29%
3/16/08,2.12%,11.00%,36.30%,9.13%,0.0154,7.59%
3/17/08,1.99%,11.81%,36.21%,9.36%,0.0222,7.13%
3/18/08,1.90%,13.27%,33.77%,9.98%,0.0295,7.03%
4/14/08,2.04%,11.33%,33.12%,9.70%,0.0248,7.21%
4/15/08,2.08%,11.35%,35.06%,9.43%,0.0222,7.20%
4/16/08,2.12%,10.99%,36.32%,9.13%,0.015,7.63%
4/17/08,1.99%,11.80%,36.21%,9.34%,0.0226,7.08%
5/13/08,2.09%,11.14%,31.11%,9.88%,0.0263,7.24%
5/14/08,2.07%,11.33%,33.12%,9.73%,0.0248,7.24%
5/15/08,2.08%,11.39%,35.10%,9.41%,0.0227,7.14%
5/16/08,2.10%,10.98%,36.32%,9.09%,0.0159,7.50%
5/19/08,2.04%,11.50%,34.10%,9.30%,0.0171,7.59%
6/12/08,2.27%,10.94%,27.99%,10.44%,0.0157,8.87%
6/13/08,2.10%,11.15%,31.14%,9.90%,0.0264,7.26%
6/14/08,2.08%,11.34%,33.14%,9.74%,0.0247,7.27%
6/15/08,2.09%,11.38%,35.10%,9.45%,0.0222,7.22%
6/18/08,1.89%,13.29%,33.79%,9.96%,0.0294,7.02%
6/19/08,2.02%,11.52%,34.14%,9.26%,0.017,7.56%
7/12/08,2.26%,10.94%,27.98%,10.42%,0.0163,8.79%
7/13/08,2.11%,11.16%,31.15%,9.92%,0.026,7.32%
7/14/08,2.09%,11.33%,33.20%,9.76%,0.0241,7.35%
7/15/08,2.10%,11.38%,35.10%,9.46%,0.0216,7.30%
7/17/08,1.98%,11.82%,36.21%,9.35%,0.0225,7.09%
7/18/08,1.89%,13.27%,33.80%,9.94%,0.0297,6.96%
7/19/08,2.01%,11.52%,34.16%,9.24%,0.0173,7.51%
8/12/08,2.26%,10.90%,27.97%,10.40%,0.0165,8.75%
8/13/08,2.10%,11.13%,31.15%,9.93%,0.0259,7.34%
8/14/08,2.07%,11.34%,33.19%,9.71%,0.0242,7.29%
8/16/08,2.11%,10.98%,36.32%,9.09%,0.0159,7.50%
8/17/08,1.99%,11.80%,36.20%,9.35%,0.0226,7.09%
8/18/08,1.89%,13.28%,33.81%,9.93%,0.0296,6.97%
8/19/08,1.98%,11.52%,34.16%,9.16%,0.0172,7.44%
9/12/08,2.26%,10.90%,27.98%,10.40%,0.0169,8.71%
9/13/08,2.11%,11.15%,31.15%,9.95%,0.0258,7.37%
9/16/08,2.11%,10.98%,36.33%,9.09%,0.0155,7.55%
9/17/08,1.99%,11.77%,36.19%,9.33%,0.0225,7.09%
9/18/08,1.89%,13.31%,33.80%,9.94%,0.0293,7.01%
9/19/08,1.99%,11.52%,34.17%,9.17%,0.0175,7.42%
10/12/08,2.25%,10.85%,27.99%,10.37%,0.0166,8.72%
10/15/08,2.08%,11.31%,35.10%,9.38%,0.0223,7.16%
10/16/08,2.12%,10.97%,36.38%,9.09%,0.0151,7.59%
10/17/08,2.02%,11.75%,36.20%,9.39%,0.022,7.19%
10/18/08,1.91%,13.32%,33.80%,9.96%,0.0287,7.09%
11/14/08,2.06%,11.51%,33.21%,9.75%,0.0243,7.33%
11/15/08,2.09%,11.33%,35.10%,9.42%,0.0214,7.27%
11/16/08,2.11%,10.98%,36.38%,9.08%,0.0156,7.52%
11/17/08,2.02%,11.78%,36.19%,9.39%,0.0219,7.21%
12/13/08,2.12%,11.25%,31.15%,9.95%,0.0262,7.32%
12/14/08,2.07%,11.49%,33.22%,9.79%,0.0245,7.34%
12/15/08,2.09%,11.30%,35.10%,9.41%,0.0215,7.26%
12/16/08,2.11%,11.06%,36.38%,9.11%,0.0151,7.60%
12/19/08,2.01%,11.49%,34.20%,9.20%,0.0165,7.55%
1/15/09,2.28%,11.34%,35.18%,9.85%,0.0215,7.69%
1/16/09,2.12%,10.97%,36.28%,9.14%,0.0157,7.58%
1/17/09,1.99%,12.16%,36.11%,9.50%,0.0217,7.34%
2/14/09,2.00%,11.48%,33.28%,9.60%,0.0242,7.17%
2/15/09,2.24%,11.39%,35.17%,9.79%,0.0218,7.60%
2/16/09,2.11%,10.95%,36.29%,9.12%,0.016,7.52%
3/13/09,2.18%,11.24%,31.17%,10.19%,0.0286,7.34%
3/14/09,2.00%,11.47%,33.28%,9.60%,0.024,7.20%
3/15/09,2.24%,11.39%,35.08%,9.78%,0.0216,7.62%
3/19/09,2.00%,11.42%,34.22%,9.10%,0.0146,7.64%
4/12/09,2.25%,11.12%,28.13%,10.50%,0.0157,8.93%
4/13/09,2.17%,11.23%,31.17%,10.15%,0.029,7.25%
4/14/09,2.00%,11.46%,33.28%,9.60%,0.0245,7.15%
4/15/09,2.27%,11.40%,35.08%,9.85%,0.0212,7.73%
4/18/09,1.87%,13.63%,33.69%,10.00%,0.029,7.10%
4/19/09,1.98%,11.42%,34.22%,9.06%,0.0147,7.59%
5/12/09,2.26%,11.09%,28.13%,10.51%,0.016,8.91%
5/13/09,2.16%,11.22%,31.17%,10.14%,0.0299,7.15%
5/14/09,1.99%,11.46%,33.28%,9.57%,0.0246,7.11%
5/17/09,2.01%,12.14%,36.16%,9.53%,0.0206,7.47%
5/18/09,1.87%,13.55%,33.69%,10.00%,0.029,7.10%
5/19/09,1.96%,11.48%,34.22%,9.02%,0.0156,7.47%
6/12/09,2.21%,11.11%,28.13%,10.44%,0.0168,8.76%
6/13/09,2.16%,11.20%,31.17%,10.13%,0.0293,7.20%
6/16/09,2.10%,11.00%,36.21%,9.11%,0.0153,7.58%
6/17/09,2.01%,12.16%,36.16%,9.52%,0.0211,7.42%
6/18/09,1.88%,13.46%,33.69%,9.99%,0.0287,7.11%
6/19/09,1.96%,11.45%,34.23%,9.01%,0.0156,7.45%
7/12/09,2.20%,11.13%,28.19%,10.41%,0.0167,8.74%
7/16/09,2.10%,11.01%,36.22%,9.11%,0.0154,7.58%
7/17/09,2.01%,12.19%,36.16%,9.52%,0.0204,7.49%
7/18/09,1.89%,13.45%,33.69%,10.00%,0.0294,7.06%
8/14/09,2.00%,11.46%,33.28%,9.59%,0.0247,7.11%
8/15/09,2.22%,11.44%,35.00%,9.75%,0.0218,7.57%
8/16/09,2.10%,11.14%,36.12%,9.16%,0.016,7.56%
8/17/09,2.01%,12.09%,36.15%,9.51%,0.0205,7.45%
9/13/09,2.14%,11.25%,31.20%,10.11%,0.0291,7.19%
9/14/09,2.01%,11.45%,33.29%,9.62%,0.025,7.11%
9/15/09,2.25%,11.44%,35.02%,9.80%,0.022,7.60%
9/16/09,2.15%,11.14%,36.13%,9.28%,0.0168,7.60%
9/19/09,1.96%,11.40%,34.23%,9.01%,0.0164,7.37%
10/12/09,2.22%,10.97%,28.19%,10.36%,0.0165,8.70%
10/13/09,2.13%,11.26%,31.22%,10.08%,0.0296,7.11%
10/14/09,2.01%,11.47%,33.30%,9.61%,0.0254,7.07%
10/15/09,2.24%,11.45%,35.03%,9.78%,0.0222,7.56%
10/18/09,1.88%,13.43%,33.69%,9.97%,0.0293,7.04%
10/19/09,1.96%,11.37%,34.24%,9.01%,0.0173,7.28%
11/12/09,2.21%,10.98%,28.17%,10.33%,0.017,8.63%
11/13/09,2.12%,11.27%,31.17%,10.07%,0.0291,7.15%
11/14/09,2.01%,11.47%,33.30%,9.61%,0.0255,7.06%
11/15/09,2.23%,11.32%,35.01%,9.68%,0.0219,7.49%
11/17/09,1.99%,11.97%,36.12%,9.41%,0.0213,7.28%
11/18/09,1.87%,13.48%,33.67%,9.95%,0.0298,6.98%
11/19/09,1.94%,11.35%,34.25%,8.97%,0.0174,7.23%
12/12/09,2.21%,11.01%,28.16%,10.33%,0.0176,8.58%
12/13/09,2.13%,11.27%,31.16%,10.08%,0.0291,7.17%
12/14/09,2.02%,11.55%,33.30%,9.68%,0.0261,7.07%
12/16/09,2.12%,11.15%,36.14%,9.24%,0.0166,7.58%
12/17/09,1.99%,12.00%,36.12%,9.39%,0.0217,7.23%
12/18/09,1.87%,13.48%,33.67%,9.95%,0.0296,6.99%
12/19/09,1.94%,11.37%,34.26%,8.96%,0.0177,7.19%
1/12/10,2.22%,11.19%,28.81%,10.43%,0.0163,8.80%
1/13/10,2.13%,11.40%,31.13%,10.08%,0.0265,7.43%
1/14/10,2.07%,11.43%,33.41%,9.71%,0.0239,7.33%
1/15/10,2.33%,11.07%,35.54%,9.63%,0.0204,7.59%
1/18/10,1.88%,13.56%,33.54%,9.96%,0.0308,6.87%
1/19/10,2.00%,11.29%,34.28%,9.02%,0.0164,7.38%
2/12/10,2.21%,11.17%,28.79%,10.45%,0.0162,8.83%
2/13/10,2.14%,11.45%,31.13%,10.11%,0.0262,7.49%
2/14/10,2.07%,11.42%,33.41%,9.72%,0.0243,7.29%
2/15/10,2.24%,11.21%,35.01%,9.58%,0.0199,7.59%
2/17/10,1.97%,11.83%,35.91%,9.29%,0.0234,6.95%
2/18/10,1.88%,13.48%,33.55%,9.94%,0.0306,6.88%
2/19/10,2.04%,11.33%,34.30%,9.12%,0.016,7.52%
3/12/10,2.21%,11.27%,28.83%,10.47%,0.0162,8.86%
3/13/10,2.16%,11.45%,31.14%,10.16%,0.0261,7.55%
3/14/10,2.05%,11.41%,33.43%,9.66%,0.0243,7.23%
3/16/10,2.13%,11.56%,36.03%,9.40%,0.0162,7.78%
3/17/10,1.97%,12.10%,35.87%,9.42%,0.0232,7.09%
3/18/10,1.88%,13.50%,33.56%,9.96%,0.0318,6.78%
3/19/10,2.03%,11.33%,34.38%,9.09%,0.0153,7.56%
4/12/10,2.19%,11.22%,28.82%,10.46%,0.0167,8.79%
4/13/10,2.14%,11.45%,31.15%,10.13%,0.0265,7.49%
4/16/10,2.14%,11.56%,36.03%,9.46%,0.0169,7.77%
4/17/10,1.97%,12.09%,35.92%,9.42%,0.0232,7.10%
4/18/10,1.90%,13.46%,33.57%,10.00%,0.0319,6.81%
4/19/10,2.00%,11.32%,34.39%,9.02%,0.0153,7.49%
5/12/10,2.19%,11.37%,28.79%,10.53%,0.0174,8.78%
5/15/10,2.20%,11.22%,35.00%,9.50%,0.0206,7.44%
5/16/10,2.13%,11.58%,36.02%,9.46%,0.017,7.76%
5/17/10,1.96%,12.15%,35.95%,9.43%,0.0235,7.08%
5/18/10,1.91%,13.52%,33.57%,10.05%,0.0323,6.82%
6/14/10,2.05%,11.39%,33.43%,9.65%,0.0242,7.23%
6/15/10,2.21%,11.18%,35.03%,9.49%,0.0203,7.46%
6/16/10,2.13%,11.59%,36.03%,9.46%,0.0174,7.72%
6/17/10,1.96%,12.18%,36.00%,9.45%,0.0236,7.09%
7/13/10,2.16%,11.43%,31.07%,10.15%,0.0263,7.53%
7/14/10,2.08%,11.39%,33.44%,9.72%,0.0234,7.38%
7/15/10,2.19%,11.18%,35.05%,9.46%,0.0207,7.39%
7/16/10,2.13%,11.63%,36.01%,9.48%,0.0172,7.77%
7/19/10,2.01%,11.26%,34.38%,9.00%,0.0156,7.45%
8/12/10,2.20%,11.46%,28.78%,10.59%,0.0174,8.84%
8/13/10,2.18%,11.33%,31.14%,10.17%,0.0263,7.54%
8/14/10,2.05%,11.38%,33.45%,9.64%,0.0232,7.32%
8/15/10,2.17%,11.14%,35.04%,9.40%,0.021,7.30%
8/18/10,1.91%,13.65%,33.55%,10.13%,0.0323,6.90%
8/19/10,2.04%,11.27%,34.38%,9.06%,0.0153,7.53%
9/12/10,2.22%,11.52%,28.76%,10.68%,0.0171,8.97%
9/13/10,2.18%,11.39%,31.16%,10.20%,0.0266,7.53%
9/14/10,2.09%,11.51%,33.45%,9.78%,0.0231,7.47%
9/15/10,2.17%,11.12%,35.06%,9.38%,0.0209,7.29%
9/17/10,1.96%,12.41%,35.98%,9.54%,0.0236,7.19%
9/18/10,1.91%,13.70%,33.55%,10.15%,0.0321,6.95%
9/19/10,2.02%,11.26%,34.40%,9.03%,0.0158,7.44%
10/12/10,2.24%,11.32%,28.79%,10.65%,0.0167,8.98%
10/13/10,2.14%,11.33%,31.18%,10.07%,0.0268,7.38%
10/14/10,2.12%,11.45%,33.47%,9.83%,0.0228,7.55%
10/16/10,2.12%,11.20%,36.00%,9.30%,0.0172,7.58%
10/17/10,1.96%,12.40%,35.95%,9.55%,0.0236,7.19%
10/18/10,1.98%,13.63%,33.60%,10.30%,0.0316,7.14%
10/19/10,2.01%,11.24%,34.43%,8.99%,0.0167,7.32%
11/12/10,2.24%,11.29%,28.79%,10.63%,0.0167,8.96%
11/13/10,2.12%,11.38%,31.19%,10.04%,0.0269,7.35%
11/16/10,2.15%,11.17%,36.02%,9.28%,0.0176,7.52%
11/17/10,1.95%,12.27%,35.94%,9.49%,0.0235,7.15%
11/18/10,2.02%,13.68%,33.61%,10.43%,0.0315,7.28%
11/19/10,1.99%,11.26%,34.44%,8.95%,0.0173,7.22%
12/12/10,2.24%,11.19%,28.80%,10.61%,0.0166,8.95%
12/15/10,2.17%,11.13%,34.84%,9.35%,0.0209,7.26%
12/16/10,2.15%,11.19%,36.01%,9.28%,0.0177,7.51%
12/17/10,1.96%,12.15%,35.88%,9.43%,0.0232,7.12%
12/18/10,1.99%,13.80%,33.58%,10.40%,0.0316,7.24%
1/12/11,2.25%,10.87%,28.66%,10.38%,0.0172,8.66%
1/13/11,2.06%,11.38%,31.30%,9.78%,0.0262,7.16%
1/16/11,2.19%,11.17%,35.85%,9.32%,0.0183,7.50%
1/17/11,1.94%,12.02%,35.87%,9.40%,0.0237,7.03%
1/18/11,2.01%,13.43%,33.36%,10.26%,0.0313,7.13%
1/19/11,1.93%,10.95%,34.16%,8.68%,0.0171,6.97%
2/12/11,2.28%,10.89%,28.67%,10.42%,0.0172,8.71%
2/15/11,2.09%,11.17%,34.45%,9.23%,0.0217,7.05%
2/16/11,2.21%,11.16%,35.87%,9.35%,0.018,7.55%
2/17/11,1.94%,11.98%,35.84%,9.37%,0.0235,7.02%
2/18/11,2.03%,13.48%,33.36%,10.30%,0.0321,7.09%
3/14/11,2.01%,11.64%,33.44%,9.57%,0.0234,7.23%
3/15/11,2.09%,11.33%,34.48%,9.23%,0.0221,7.02%
3/16/11,2.22%,11.12%,35.87%,9.37%,0.0181,7.55%
3/17/11,1.94%,12.03%,35.82%,9.37%,0.0233,7.04%
4/13/11,2.06%,11.41%,31.27%,9.77%,0.026,7.16%
4/14/11,2.02%,11.63%,33.47%,9.58%,0.0233,7.24%
4/15/11,2.09%,11.36%,34.49%,9.26%,0.0223,7.04%
4/16/11,2.22%,11.31%,35.88%,9.43%,0.0178,7.65%
4/19/11,1.93%,10.92%,34.10%,8.64%,0.0178,6.86%
5/12/11,2.27%,10.92%,28.65%,10.43%,0.0168,8.74%
5/13/11,2.06%,11.40%,31.28%,9.78%,0.0267,7.11%
5/14/11,2.01%,11.62%,33.43%,9.55%,0.0234,7.21%
5/15/11,2.10%,11.40%,34.51%,9.27%,0.0223,7.04%
5/18/11,2.02%,13.34%,33.39%,10.26%,0.032,7.05%
5/19/11,1.93%,10.84%,34.12%,8.63%,0.0186,6.77%
6/12/11,2.25%,10.84%,28.65%,10.37%,0.0175,8.62%
6/13/11,2.06%,11.36%,31.30%,9.74%,0.0264,7.10%
6/14/11,2.00%,11.62%,33.43%,9.52%,0.0239,7.13%
6/15/11,2.10%,11.47%,34.54%,9.30%,0.0233,6.98%
6/17/11,1.93%,12.21%,35.79%,9.46%,0.0232,7.14%
6/18/11,2.01%,13.30%,33.36%,10.19%,0.0323,6.96%
6/19/11,1.93%,10.83%,34.11%,8.62%,0.0183,6.79%
7/12/11,2.31%,10.85%,28.64%,10.46%,0.0165,8.82%
7/13/11,2.08%,11.33%,31.30%,9.79%,0.026,7.19%
7/14/11,2.00%,11.61%,33.35%,9.50%,0.023,7.20%
7/16/11,2.18%,11.29%,35.92%,9.34%,0.0183,7.52%
7/17/11,1.93%,12.23%,35.78%,9.47%,0.0231,7.16%
7/18/11,1.96%,13.41%,33.36%,10.10%,0.0324,6.87%
7/19/11,1.92%,10.80%,34.12%,8.60%,0.0192,6.68%
8/12/11,2.34%,10.83%,28.63%,10.52%,0.0162,8.91%
8/13/11,2.06%,11.36%,31.31%,9.75%,0.0275,7.00%
8/16/11,2.17%,11.32%,35.91%,9.31%,0.0186,7.46%
8/17/11,1.93%,12.22%,35.78%,9.46%,0.0233,7.13%
8/18/11,1.97%,13.39%,33.38%,10.09%,0.0324,6.85%
8/19/11,1.92%,10.83%,34.14%,8.60%,0.0194,6.66%
9/12/11,2.34%,10.92%,28.66%,10.57%,0.0161,8.96%
9/15/11,2.12%,11.56%,34.61%,9.40%,0.0234,7.05%
9/16/11,2.15%,11.29%,35.92%,9.27%,0.0206,7.21%
9/17/11,1.94%,12.22%,35.78%,9.47%,0.0234,7.13%
9/18/11,1.99%,13.28%,33.37%,10.09%,0.0318,6.91%
10/14/11,1.99%,11.52%,33.37%,9.46%,0.0236,7.10%
10/15/11,2.12%,11.57%,34.63%,9.40%,0.0234,7.06%
10/16/11,2.15%,11.23%,35.94%,9.26%,0.0215,7.11%
10/17/11,1.94%,12.21%,35.75%,9.48%,0.024,7.08%
11/13/11,2.06%,11.52%,31.31%,9.80%,0.0275,7.06%
11/14/11,1.99%,11.56%,33.38%,9.46%,0.0236,7.10%
11/15/11,2.13%,11.61%,34.62%,9.42%,0.0233,7.09%
11/16/11,2.15%,11.22%,35.93%,9.26%,0.0215,7.11%
11/19/11,1.92%,10.88%,34.20%,8.62%,0.0194,6.68%
12/12/11,2.34%,10.90%,28.63%,10.56%,0.0161,8.96%
12/13/11,2.06%,11.51%,31.31%,9.83%,0.0277,7.06%
12/14/11,2.00%,11.57%,33.38%,9.46%,0.0237,7.09%
12/15/11,2.15%,11.62%,34.62%,9.48%,0.0231,7.17%
12/18/11,2.03%,13.22%,33.39%,10.16%,0.0318,6.98%
12/19/11,1.92%,10.79%,34.20%,8.60%,0.0194,6.66%
1/14/12,1.98%,11.60%,33.45%,9.41%,0.0224,7.18%
1/15/12,2.10%,11.45%,34.59%,9.29%,0.0214,7.15%
1/16/12,2.14%,11.10%,35.95%,9.20%,0.0245,6.76%
1/17/12,1.88%,12.00%,35.61%,9.20%,0.0236,6.84%
2/13/12,2.03%,11.86%,31.15%,9.89%,0.028,7.10%
2/14/12,1.98%,11.66%,33.46%,9.40%,0.0229,7.11%
2/15/12,2.12%,11.48%,34.58%,9.33%,0.0218,7.15%
2/16/12,2.13%,11.09%,35.97%,9.20%,0.0238,6.81%
2/19/12,1.91%,10.84%,34.31%,8.52%,0.0182,6.71%
3/12/12,2.30%,10.84%,28.76%,10.33%,0.0162,8.71%
3/13/12,2.04%,11.87%,31.16%,9.92%,0.0278,7.13%
3/13/12,2.08%,11.04%,26.81%,10.65%,0.0213,8.53%
3/14/12,1.97%,11.66%,33.46%,9.39%,0.0228,7.11%
3/14/12,2.09%,11.08%,26.81%,10.64%,0.0227,8.37%
3/15/12,2.15%,11.46%,34.58%,9.39%,0.0231,7.08%
3/15/12,2.07%,11.06%,26.84%,10.61%,0.0228,8.33%
3/16/12,2.07%,11.04%,26.85%,10.60%,0.0229,8.30%
3/18/12,1.98%,13.51%,33.50%,10.18%,0.0297,7.21%
3/19/12,1.93%,10.86%,34.31%,8.56%,0.0172,6.84%
3/19/12,2.14%,11.01%,26.86%,10.57%,0.0238,8.19%
3/20/12,2.15%,11.02%,26.93%,10.58%,0.0236,8.22%
3/21/12,2.15%,11.02%,26.94%,10.58%,0.023,8.29%
3/22/12,2.17%,11.02%,26.96%,10.60%,0.0228,8.33%
3/23/12,2.16%,11.01%,26.94%,10.60%,0.0223,8.37%
3/26/12,2.13%,11.02%,26.93%,10.55%,0.0225,8.31%
3/27/12,2.14%,11.01%,26.92%,10.54%,0.0218,8.36%
3/28/12,2.15%,10.98%,26.92%,10.54%,0.022,8.34%
3/29/12,2.15%,11.01%,26.93%,10.56%,0.0216,8.40%
3/30/12,2.15%,10.99%,26.93%,10.55%,0.0221,8.34%
4/12/12,2.30%,10.84%,28.76%,10.34%,0.016,8.74%
4/13/12,2.04%,11.86%,31.16%,9.92%,0.0283,7.09%
4/13/12,2.21%,11.38%,26.57%,10.87%,0.0198,8.89%
4/14/12,1.98%,11.65%,33.47%,9.38%,0.0223,7.14%
4/15/12,2.11%,11.48%,34.59%,9.31%,0.0227,7.04%
4/16/12,2.22%,11.32%,26.59%,10.86%,0.0198,8.88%
4/17/12,1.89%,11.88%,35.59%,9.18%,0.0237,6.81%
4/17/12,2.18%,11.18%,26.58%,10.79%,0.02,8.79%
4/18/12,2.05%,13.56%,33.49%,10.36%,0.0291,7.45%
4/18/12,2.19%,11.31%,26.67%,10.80%,0.0198,8.83%
4/19/12,1.91%,10.85%,34.32%,8.53%,0.0177,6.76%
4/19/12,2.20%,11.09%,26.67%,10.75%,0.0197,8.79%
4/20/12,2.20%,11.09%,26.68%,10.73%,0.0196,8.77%
4/23/12,2.22%,11.13%,26.69%,10.77%,0.0194,8.83%
4/24/12,2.23%,11.12%,26.69%,10.77%,0.0197,8.79%
4/25/12,2.22%,11.18%,26.67%,10.74%,0.0198,8.75%
4/26/12,2.21%,11.15%,26.73%,10.69%,0.0194,8.76%
4/27/12,2.21%,11.12%,26.82%,10.66%,0.0194,8.73%
4/30/12,2.22%,11.11%,26.86%,10.66%,0.0191,8.75%
5/12/12,2.30%,10.81%,28.75%,10.33%,0.0159,8.74%
5/13/12,2.05%,11.87%,31.15%,9.95%,0.0287,7.08%
5/14/12,1.97%,11.66%,33.48%,9.37%,0.0231,7.06%
5/14/12,2.31%,10.90%,27.03%,10.79%,0.0176,9.03%
5/15/12,2.33%,11.03%,27.04%,10.80%,0.0177,9.03%
